,sampleid,sequencing type
9681,C0661-2F-1A_amp,amplicon
9682,C0661-2F-1A_amp,amplicon
9683,C0661-2F-1A_amp,amplicon
9684,C0661-2F-1A_amp,amplicon
9685,C0661-2F-1A_amp,amplicon
9686,C0661-2F-1A_amp,amplicon
9687,C0661-2F-1A_amp,amplicon
9688,C0661-2F-1A_amp,amplicon
9689,C0661-2F-1A_amp,amplicon
9690,C0661-2F-1A_amp,amplicon
9691,C0661-2F-1A_amp,amplicon
9692,C0661-2F-1A_amp,amplicon
9693,C0661-2F-1A_amp,amplicon
9694,C0661-2F-1A_amp,amplicon
9695,C0661-2F-1A_amp,amplicon
9696,C0661-2F-1A_amp,amplicon
9697,C0661-2F-1A_amp,amplicon
9698,C0661-2F-1A_amp,amplicon
9699,C0661-2F-1A_amp,amplicon
9700,C0661-2F-1A_amp,amplicon
9701,C0661-2F-1A_amp,amplicon
9702,C0661-2F-1A_amp,amplicon
9703,C0661-2F-1A_amp,amplicon
9704,C0661-2F-1A_amp,amplicon
9705,C0661-2F-1A_amp,amplicon
9706,C0661-2F-1A_amp,amplicon
9707,C0661-2F-1A_amp,amplicon
9708,C0661-2F-1A_amp,amplicon
9709,C0661-2F-1A_amp,amplicon
9710,C0661-2F-1A_amp,amplicon
9711,C0661-2F-1A_amp,amplicon
9712,C0661-2F-1A_amp,amplicon
9713,C0661-2F-1A_amp,amplicon
9714,C0661-2F-1A_amp,amplicon
9715,C0661-2F-1A_amp,amplicon
9716,C0661-2F-1A_amp,amplicon
9717,C0661-2F-1A_amp,amplicon
9718,C0661-2F-1A_amp,amplicon
9719,C0661-2F-1A_amp,amplicon
9720,C0672-1E-1A_amp,amplicon
9721,C0672-1E-1A_amp,amplicon
9722,C0672-1E-1A_amp,amplicon
9723,C0672-1E-1A_amp,amplicon
9724,C0672-1E-1A_amp,amplicon
9725,C0672-1E-1A_amp,amplicon
9726,C0672-1E-1A_amp,amplicon
9727,C0672-1E-1A_amp,amplicon
9728,C0672-1E-1A_amp,amplicon
9729,C0672-1E-1A_amp,amplicon
9730,C0672-1E-1A_amp,amplicon
9731,C0672-1E-1A_amp,amplicon
9732,C0672-1E-1A_amp,amplicon
9733,C0672-1E-1A_amp,amplicon
9734,C0672-1E-1A_amp,amplicon
9735,C0672-1E-1A_amp,amplicon
9736,C0672-1E-1A_amp,amplicon
9737,C0672-1E-1A_amp,amplicon
9738,C0672-1E-1A_amp,amplicon
9739,C0672-1E-1A_amp,amplicon
9740,C0672-1E-1A_amp,amplicon
9741,C0672-1E-1A_amp,amplicon
9742,C0672-1E-1A_amp,amplicon
9743,C0672-1E-1A_amp,amplicon
9744,C0672-1E-1A_amp,amplicon
9745,C0672-1E-1A_amp,amplicon
9746,C0672-1E-1A_amp,amplicon
9747,C0672-1E-1A_amp,amplicon
9748,C0672-1E-1A_amp,amplicon
9749,C0672-1E-1A_amp,amplicon
9750,C0672-1E-1A_amp,amplicon
9751,C0672-1E-1A_amp,amplicon
9752,C0672-1E-1A_amp,amplicon
9753,C0672-1E-1A_amp,amplicon
9754,C0672-1E-1A_amp,amplicon
9755,C0672-1E-1A_amp,amplicon
9756,C0672-1E-1A_amp,amplicon
9757,C0672-1E-1A_amp,amplicon
9758,C0672-1E-1A_amp,amplicon
9759,C0672-1E-1A_amp,amplicon
9760,C0672-1E-1A_amp,amplicon
9761,C0672-1E-1A_amp,amplicon
9762,C0672-1E-1A_amp,amplicon
9763,C0672-1E-1A_amp,amplicon
9764,C0672-1E-1A_amp,amplicon
9765,C0672-1E-1A_amp,amplicon
9766,C0672-1E-1A_amp,amplicon
9767,C0672-1E-1A_amp,amplicon
9768,C0672-1E-1A_amp,amplicon
9769,C0672-1E-1A_amp,amplicon
9770,C0672-1E-1A_amp,amplicon
9771,C0672-1E-1A_amp,amplicon
9772,C0672-1E-1A_amp,amplicon
9773,C0672-1E-1A_amp,amplicon
9774,C0672-1E-1A_amp,amplicon
9775,C0672-1E-1A_amp,amplicon
9776,C0672-1E-1A_amp,amplicon
9777,C0672-1E-1A_amp,amplicon
9778,C0672-1E-1A_amp,amplicon
9779,C0672-1E-1A_amp,amplicon
9780,C0672-1E-1A_amp,amplicon
9781,C0672-1E-1A_amp,amplicon
9782,C0672-1E-1A_amp,amplicon
9783,C0672-1E-1A_amp,amplicon
9784,C0672-1E-1A_amp,amplicon
9785,C0672-1E-1A_amp,amplicon
9786,C0672-1E-1A_amp,amplicon
9787,C0672-1E-1A_amp,amplicon
9788,C0672-1E-1A_amp,amplicon
9789,C0672-1E-1A_amp,amplicon
9790,C0672-1E-1A_amp,amplicon
9791,C0672-1E-1A_amp,amplicon
9792,C0672-1E-1A_amp,amplicon
9793,C0672-1E-1A_amp,amplicon
9794,C0672-1E-1A_amp,amplicon
9795,C0672-1E-1A_amp,amplicon
9796,C0672-1E-1A_amp,amplicon
9797,C0672-1E-1A_amp,amplicon
9798,C0672-1E-1A_amp,amplicon
9799,C0672-1E-1A_amp,amplicon
9800,C0672-1E-1A_amp,amplicon
9801,C0672-1E-1A_amp,amplicon
9802,C0672-1E-1A_amp,amplicon
9803,C0672-1E-1A_amp,amplicon
9804,C0672-1E-1A_amp,amplicon
9805,C0672-1E-1A_amp,amplicon
9806,C0672-1E-1A_amp,amplicon
9807,C0672-1E-1A_amp,amplicon
9808,C0672-1E-1A_amp,amplicon
9809,C0672-1E-1A_amp,amplicon
9810,C0672-1E-1A_amp,amplicon
9811,C0672-1E-1A_amp,amplicon
9812,C0672-1E-1A_amp,amplicon
9813,C0672-1E-1A_amp,amplicon
9814,C0672-1E-1A_amp,amplicon
9815,C0672-1E-1A_amp,amplicon
9816,C0672-1E-1A_amp,amplicon
9817,C0672-1E-1A_amp,amplicon
9818,C0672-1E-1A_amp,amplicon
9819,C0672-1E-1A_amp,amplicon
9820,C0672-1E-1A_amp,amplicon
9821,C0672-1E-1A_amp,amplicon
9822,C0672-1E-1A_amp,amplicon
9823,C0672-1E-1A_amp,amplicon
9824,C0672-1E-1A_amp,amplicon
9825,C0672-1E-1A_amp,amplicon
9826,C0672-1E-1A_amp,amplicon
9827,C0672-1E-1A_amp,amplicon
9828,C0672-1E-1A_amp,amplicon
9829,C0672-1E-1A_amp,amplicon
9830,C0672-1E-1A_amp,amplicon
9831,C0672-1E-1A_amp,amplicon
9832,C0672-1E-1A_amp,amplicon
9833,C0672-1E-1A_amp,amplicon
9834,C0672-1E-1A_amp,amplicon
9835,C0672-1E-1A_amp,amplicon
9836,C0672-1E-1A_amp,amplicon
9837,C0672-1E-1A_amp,amplicon
9838,C0672-1E-1A_amp,amplicon
9839,C0672-1E-1A_amp,amplicon
9840,C0672-1E-1A_amp,amplicon
9841,C0672-1E-1A_amp,amplicon
9842,C0672-1E-1A_amp,amplicon
9843,C0672-1E-1A_amp,amplicon
9844,C0672-1E-1A_amp,amplicon
9845,C0672-1E-1A_amp,amplicon
9846,C0672-1E-1A_amp,amplicon
9847,C0672-1E-1A_amp,amplicon
9848,C0672-1E-1A_amp,amplicon
9849,C0672-1E-1A_amp,amplicon
9850,C0672-1E-1A_amp,amplicon
9851,C0672-1E-1A_amp,amplicon
9852,C0672-1E-1A_amp,amplicon
9853,C0672-1E-1A_amp,amplicon
9854,C0672-1E-1A_amp,amplicon
9855,C0672-1E-1A_amp,amplicon
9856,C0672-1E-1A_amp,amplicon
9857,C0672-1E-1A_amp,amplicon
9858,C0672-1E-1A_amp,amplicon
9859,C0672-1E-1A_amp,amplicon
9860,C0672-1E-1A_amp,amplicon
9861,C0672-1E-1A_amp,amplicon
9862,C0672-1E-1A_amp,amplicon
9863,C0672-1E-1A_amp,amplicon
9864,C0672-1E-1A_amp,amplicon
9865,C0672-1E-1A_amp,amplicon
9866,C0672-1E-1A_amp,amplicon
9867,C0672-1E-1A_amp,amplicon
9868,C0672-1E-1A_amp,amplicon
9869,C0672-1E-1A_amp,amplicon
9870,C0672-1E-1A_amp,amplicon
9871,C0672-1E-1A_amp,amplicon
9872,C0672-1E-1A_amp,amplicon
9873,C0672-1E-1A_amp,amplicon
9874,C0672-1E-1A_amp,amplicon
9875,C0672-1E-1A_amp,amplicon
9876,C0672-1E-1A_amp,amplicon
9877,C0672-1E-1A_amp,amplicon
9878,C0672-1E-1A_amp,amplicon
9879,C0672-1E-1A_amp,amplicon
9880,C0672-1E-1A_amp,amplicon
9881,C0672-1E-1A_amp,amplicon
9882,C0672-1E-1A_amp,amplicon
9883,C0672-1E-1A_amp,amplicon
9884,C0672-1E-1A_amp,amplicon
9885,C0672-1E-1A_amp,amplicon
9886,C0672-1E-1A_amp,amplicon
9887,C0672-1E-1A_amp,amplicon
9888,C0672-1E-1A_amp,amplicon
9889,C0672-1E-1A_amp,amplicon
9890,C0672-1E-1A_amp,amplicon
9891,C0672-1E-1A_amp,amplicon
9892,C0672-1E-1A_amp,amplicon
9893,C0672-1E-1A_amp,amplicon
9894,C0672-1E-1A_amp,amplicon
9895,C0672-1E-1A_amp,amplicon
9896,C0672-1E-1A_amp,amplicon
9897,C0672-1E-1A_amp,amplicon
9898,C0672-1E-1A_amp,amplicon
9899,C0672-1E-1A_amp,amplicon
9900,C0672-1E-1A_amp,amplicon
9901,C0672-1E-1A_amp,amplicon
9902,C0672-1E-1A_amp,amplicon
9903,C0672-1E-1A_amp,amplicon
9904,C0672-1E-1A_amp,amplicon
9905,C0672-1E-1A_amp,amplicon
9906,C0672-1E-1A_amp,amplicon
9907,C0672-1E-1A_amp,amplicon
9908,C0672-1E-1A_amp,amplicon
9909,C0672-1E-1A_amp,amplicon
9910,C0672-1E-1A_amp,amplicon
9911,C0672-1E-1A_amp,amplicon
9912,C0672-1E-1A_amp,amplicon
9913,C0672-1E-1A_amp,amplicon
9914,C0672-1E-1A_amp,amplicon
9915,C0672-1E-1A_amp,amplicon
9916,C0672-1E-1A_amp,amplicon
9917,C0672-1E-1A_amp,amplicon
9918,C0672-1E-1A_amp,amplicon
9919,C0672-1E-1A_amp,amplicon
9920,C0672-1E-1A_amp,amplicon
9921,C0672-1E-1A_amp,amplicon
9922,C0672-1E-1A_amp,amplicon
9923,C0672-1E-1A_amp,amplicon
9924,C0672-1E-1A_amp,amplicon
9925,C0672-1E-1A_amp,amplicon
9926,C0672-1E-1A_amp,amplicon
9927,C0672-1E-1A_amp,amplicon
9928,C0672-1E-1A_amp,amplicon
9929,C0672-1E-1A_amp,amplicon
9930,C0672-1E-1A_amp,amplicon
9931,C0672-1E-1A_amp,amplicon
9932,C0672-1E-1A_amp,amplicon
9933,C0672-1E-1A_amp,amplicon
9934,C0672-1E-1A_amp,amplicon
9935,C0672-1E-1A_amp,amplicon
9936,C0672-1E-1A_amp,amplicon
9937,C0672-1E-1A_amp,amplicon
9938,C0672-1E-1A_amp,amplicon
9939,C0672-1E-1A_amp,amplicon
9940,C0672-1E-1A_amp,amplicon
9941,C0672-1E-1A_amp,amplicon
9942,C0672-1E-1A_amp,amplicon
9943,C0672-1E-1A_amp,amplicon
9944,C0672-1E-1A_amp,amplicon
9945,C0672-1E-1A_amp,amplicon
9946,C0672-1E-1A_amp,amplicon
9947,C0672-1E-1A_amp,amplicon
9948,C0672-1E-1A_amp,amplicon
9949,C0672-1E-1A_amp,amplicon
9950,C0672-1E-1A_amp,amplicon
9951,C0672-1E-1A_amp,amplicon
9952,C0672-1E-1A_amp,amplicon
9953,C0672-1E-1A_amp,amplicon
9954,C0672-1E-1A_amp,amplicon
9955,C0672-1E-1A_amp,amplicon
9956,C0672-1E-1A_amp,amplicon
9957,C0672-1E-1A_amp,amplicon
9958,C0672-1E-1A_amp,amplicon
9959,C0672-1E-1A_amp,amplicon
9960,C0672-1E-1A_amp,amplicon
9961,C0672-1E-1A_amp,amplicon
9962,C0672-1E-1A_amp,amplicon
9963,C0673-1E-1A_amp,amplicon
9964,C0673-1E-1A_amp,amplicon
9965,C0673-1E-1A_amp,amplicon
9966,C0673-1E-1A_amp,amplicon
9967,C0673-1E-1A_amp,amplicon
9968,C0673-1E-1A_amp,amplicon
9969,C0673-1E-1A_amp,amplicon
9970,C0673-1E-1A_amp,amplicon
9971,C0673-1E-1A_amp,amplicon
9972,C0673-1E-1A_amp,amplicon
9973,C0673-1E-1A_amp,amplicon
9974,C0673-1E-1A_amp,amplicon
9975,C0673-1E-1A_amp,amplicon
9976,C0673-1E-1A_amp,amplicon
9977,C0673-1E-1A_amp,amplicon
9978,C0673-1E-1A_amp,amplicon
9979,C0673-1E-1A_amp,amplicon
9980,C0673-1E-1A_amp,amplicon
9981,C0673-1E-1A_amp,amplicon
9982,C0673-1E-1A_amp,amplicon
9983,C0673-1E-1A_amp,amplicon
9984,C0673-1E-1A_amp,amplicon
9985,C0673-1E-1A_amp,amplicon
9986,C0673-1E-1A_amp,amplicon
9987,C0673-1E-1A_amp,amplicon
9988,C0673-1E-1A_amp,amplicon
9989,C0673-1E-1A_amp,amplicon
9990,C0673-1E-1A_amp,amplicon
9991,C0673-1E-1A_amp,amplicon
9992,C0673-1E-1A_amp,amplicon
9993,C0673-1E-1A_amp,amplicon
9994,C0673-1E-1A_amp,amplicon
9995,C0673-1E-1A_amp,amplicon
9996,C0673-1E-1A_amp,amplicon
9997,C0673-1E-1A_amp,amplicon
9998,C0673-1E-1A_amp,amplicon
9999,C0673-1E-1A_amp,amplicon
10000,C0673-1E-1A_amp,amplicon
10001,C0673-1E-1A_amp,amplicon
10002,C0673-1E-1A_amp,amplicon
10003,C0673-1E-1A_amp,amplicon
10004,C0673-1E-1A_amp,amplicon
10005,C0673-1E-1A_amp,amplicon
10006,C0673-1E-1A_amp,amplicon
10007,C0673-1E-1A_amp,amplicon
10008,C0673-1E-1A_amp,amplicon
10009,C0673-1E-1A_amp,amplicon
10010,C0673-1E-1A_amp,amplicon
10011,C0673-1E-1A_amp,amplicon
10012,C0673-1E-1A_amp,amplicon
10013,C0673-1E-1A_amp,amplicon
10014,C0673-1E-1A_amp,amplicon
10015,C0673-1E-1A_amp,amplicon
10016,C0673-1E-1A_amp,amplicon
10017,C0673-1E-1A_amp,amplicon
10018,C0673-1E-1A_amp,amplicon
10019,C0673-1E-1A_amp,amplicon
10020,C0673-1E-1A_amp,amplicon
10021,C0673-1E-1A_amp,amplicon
10022,C0673-1E-1A_amp,amplicon
10023,C0673-1E-1A_amp,amplicon
10024,C0673-1E-1A_amp,amplicon
10025,C0673-1E-1A_amp,amplicon
10026,C0673-1E-1A_amp,amplicon
10027,C0673-1E-1A_amp,amplicon
10028,C0673-1E-1A_amp,amplicon
10029,C0673-1E-1A_amp,amplicon
10030,C0673-1E-1A_amp,amplicon
10031,C0673-1E-1A_amp,amplicon
10032,C0673-1E-1A_amp,amplicon
10033,C0673-1E-1A_amp,amplicon
10034,C0673-1E-1A_amp,amplicon
10035,C0673-1E-1A_amp,amplicon
10036,C0673-1E-1A_amp,amplicon
10037,C0673-1E-1A_amp,amplicon
10038,C0673-1E-1A_amp,amplicon
10039,C0673-1E-1A_amp,amplicon
10040,C0673-1E-1A_amp,amplicon
10041,C0673-1E-1A_amp,amplicon
10042,C0673-1E-1A_amp,amplicon
10043,C0673-1E-1A_amp,amplicon
10044,C0673-1E-1A_amp,amplicon
10045,C0673-1E-1A_amp,amplicon
10046,C0673-1E-1A_amp,amplicon
10047,C0673-1E-1A_amp,amplicon
10048,C0673-1E-1A_amp,amplicon
10049,C0673-1E-1A_amp,amplicon
10050,C0673-1E-1A_amp,amplicon
10051,C0673-1E-1A_amp,amplicon
10052,C0673-1E-1A_amp,amplicon
10053,C0673-1E-1A_amp,amplicon
10054,C0673-1E-1A_amp,amplicon
10055,C0673-1E-1A_amp,amplicon
10056,C0673-1E-1A_amp,amplicon
10057,C0673-1E-1A_amp,amplicon
10058,C0673-1E-1A_amp,amplicon
10059,C0673-1E-1A_amp,amplicon
10060,C0673-1E-1A_amp,amplicon
10061,C0673-1E-1A_amp,amplicon
10062,C0673-1E-1A_amp,amplicon
10063,C0673-1E-1A_amp,amplicon
10064,C0673-1E-1A_amp,amplicon
10065,C0673-1E-1A_amp,amplicon
10066,C0673-1E-1A_amp,amplicon
10067,C0673-1E-1A_amp,amplicon
10068,C0673-1E-1A_amp,amplicon
10069,C0673-1E-1A_amp,amplicon
10070,C0673-1E-1A_amp,amplicon
10071,C0673-1E-1A_amp,amplicon
10072,C0673-1E-1A_amp,amplicon
10073,C0673-1E-1A_amp,amplicon
10074,C0673-1E-1A_amp,amplicon
10075,C0673-1E-1A_amp,amplicon
10076,C0673-1E-1A_amp,amplicon
10077,C0673-1E-1A_amp,amplicon
10078,C0673-1E-1A_amp,amplicon
10079,C0673-1E-1A_amp,amplicon
10080,C0673-1E-1A_amp,amplicon
10081,C0673-1E-1A_amp,amplicon
10082,C0673-1E-1A_amp,amplicon
10083,C0673-1E-1A_amp,amplicon
10084,C0673-1E-1A_amp,amplicon
10085,C0673-1E-1A_amp,amplicon
10086,C0673-1E-1A_amp,amplicon
10087,C0673-1E-1A_amp,amplicon
10088,C0673-1E-1A_amp,amplicon
10089,C0673-1E-1A_amp,amplicon
10090,C0673-1E-1A_amp,amplicon
10091,C0673-1E-1A_amp,amplicon
10092,C0673-1E-1A_amp,amplicon
10093,C0673-1E-1A_amp,amplicon
10094,C0673-1E-1A_amp,amplicon
10095,C0673-1E-1A_amp,amplicon
10096,C0673-1E-1A_amp,amplicon
10097,C0673-1E-1A_amp,amplicon
10098,C0673-1E-1A_amp,amplicon
10099,C0673-1E-1A_amp,amplicon
10100,C0673-1E-1A_amp,amplicon
10101,C0673-1E-1A_amp,amplicon
10102,C0673-1E-1A_amp,amplicon
10103,C0673-1E-1A_amp,amplicon
10104,C0673-1E-1A_amp,amplicon
10105,C0673-1E-1A_amp,amplicon
10106,C0673-1E-1A_amp,amplicon
10107,C0673-1E-1A_amp,amplicon
10108,C0673-1E-1A_amp,amplicon
10109,C0673-1E-1A_amp,amplicon
10110,C0673-1E-1A_amp,amplicon
10111,C0673-1E-1A_amp,amplicon
10112,C0673-1E-1A_amp,amplicon
10113,C0673-1E-1A_amp,amplicon
10114,C0673-1E-1A_amp,amplicon
10115,C0673-1E-1A_amp,amplicon
10116,C0673-1E-1A_amp,amplicon
10117,C0673-1E-1A_amp,amplicon
10118,C0673-1E-1A_amp,amplicon
10119,C0673-1E-1A_amp,amplicon
10120,C0673-1E-1A_amp,amplicon
10121,C0673-1E-1A_amp,amplicon
10122,C0673-1E-1A_amp,amplicon
10123,C0673-1E-1A_amp,amplicon
10124,C0673-1E-1A_amp,amplicon
10125,C0673-1E-1A_amp,amplicon
10126,C0673-1E-1A_amp,amplicon
10127,C0673-1E-1A_amp,amplicon
10128,C0673-1E-1A_amp,amplicon
10129,C0673-1E-1A_amp,amplicon
10130,C0673-1E-1A_amp,amplicon
10131,C0673-1E-1A_amp,amplicon
10132,C0673-1E-1A_amp,amplicon
10133,C0673-1E-1A_amp,amplicon
10134,C0673-1E-1A_amp,amplicon
10135,C0673-1E-1A_amp,amplicon
10136,C0673-1E-1A_amp,amplicon
10137,C0673-1E-1A_amp,amplicon
10138,C0673-1E-1A_amp,amplicon
10139,C0673-1E-1A_amp,amplicon
10140,C0673-1E-1A_amp,amplicon
10141,C0673-1E-1A_amp,amplicon
10142,C0673-1E-1A_amp,amplicon
10143,C0673-1E-1A_amp,amplicon
10144,C0673-1E-1A_amp,amplicon
10145,C0673-1E-1A_amp,amplicon
10146,C0673-1E-1A_amp,amplicon
10147,C0673-1E-1A_amp,amplicon
10148,C0673-1E-1A_amp,amplicon
10149,C0673-1E-1A_amp,amplicon
10150,C0673-1E-1A_amp,amplicon
10151,C0673-1E-1A_amp,amplicon
10152,C0673-1E-1A_amp,amplicon
10153,C0673-1E-1A_amp,amplicon
10154,C0673-1E-1A_amp,amplicon
10155,C0673-1E-1A_amp,amplicon
10156,C0673-1E-1A_amp,amplicon
10157,C0673-1E-1A_amp,amplicon
10158,C0673-1E-1A_amp,amplicon
10159,C0673-1E-1A_amp,amplicon
10160,C0673-1E-1A_amp,amplicon
10161,C0673-1E-1A_amp,amplicon
10162,C0673-1E-1A_amp,amplicon
10163,C0673-1E-1A_amp,amplicon
10164,C0673-1E-1A_amp,amplicon
10165,C0673-1E-1A_amp,amplicon
10166,C0673-1E-1A_amp,amplicon
10167,C0673-1E-1A_amp,amplicon
10168,C0673-1E-1A_amp,amplicon
10169,C0673-1E-1A_amp,amplicon
10170,C0673-1E-1A_amp,amplicon
10171,C0673-1E-1A_amp,amplicon
10172,C0673-1E-1A_amp,amplicon
10173,C0673-1E-1A_amp,amplicon
10174,C0673-1E-1A_amp,amplicon
10175,C0673-1E-1A_amp,amplicon
10176,C0673-1E-1A_amp,amplicon
10177,C0673-1E-1A_amp,amplicon
10178,C0673-1E-1A_amp,amplicon
10179,C0673-1E-1A_amp,amplicon
10180,C0673-1E-1A_amp,amplicon
10181,C0673-1E-1A_amp,amplicon
10182,C0673-1E-1A_amp,amplicon
10183,C0673-1E-1A_amp,amplicon
10184,C0673-1E-1A_amp,amplicon
10185,C0673-1E-1A_amp,amplicon
10186,C0673-1E-1A_amp,amplicon
10187,C0673-1E-1A_amp,amplicon
10188,C0673-1E-1A_amp,amplicon
10189,C0673-1E-1A_amp,amplicon
10190,C0673-1E-1A_amp,amplicon
10191,C0673-1E-1A_amp,amplicon
10192,C0673-1E-1A_amp,amplicon
10193,C0673-1E-1A_amp,amplicon
10194,C0673-1E-1A_amp,amplicon
10195,C0673-1E-1A_amp,amplicon
10196,C0673-1E-1A_amp,amplicon
10197,C0673-1E-1A_amp,amplicon
10198,C0673-1E-1A_amp,amplicon
10199,C0673-1E-1A_amp,amplicon
10200,C0673-1E-1A_amp,amplicon
10201,C0673-1E-1A_amp,amplicon
10202,C0673-1E-1A_amp,amplicon
10203,C0673-1E-1A_amp,amplicon
10204,C0673-1E-1A_amp,amplicon
10205,C0673-1E-1A_amp,amplicon
10206,C0674-3F-1A_amp,amplicon
10207,C0674-3F-1A_amp,amplicon
10208,C0674-3F-1A_amp,amplicon
10209,C0674-3F-1A_amp,amplicon
10210,C0674-3F-1A_amp,amplicon
10211,C0674-3F-1A_amp,amplicon
10212,C0674-3F-1A_amp,amplicon
10213,C0674-3F-1A_amp,amplicon
10214,C0674-3F-1A_amp,amplicon
10215,C0674-3F-1A_amp,amplicon
10216,C0674-3F-1A_amp,amplicon
10217,C0674-3F-1A_amp,amplicon
10218,C0674-3F-1A_amp,amplicon
10219,C0674-3F-1A_amp,amplicon
10220,C0674-3F-1A_amp,amplicon
10221,C0674-3F-1A_amp,amplicon
10222,C0674-3F-1A_amp,amplicon
10223,C0674-3F-1A_amp,amplicon
10224,C0674-3F-1A_amp,amplicon
10225,C0674-3F-1A_amp,amplicon
10226,C0674-3F-1A_amp,amplicon
10227,C0674-3F-1A_amp,amplicon
10228,C0674-3F-1A_amp,amplicon
10229,C0674-3F-1A_amp,amplicon
10230,C0674-3F-1A_amp,amplicon
10231,C0674-3F-1A_amp,amplicon
10232,C0674-3F-1A_amp,amplicon
10233,C0674-3F-1A_amp,amplicon
10234,C0674-3F-1A_amp,amplicon
10235,C0674-3F-1A_amp,amplicon
10236,C0674-3F-1A_amp,amplicon
10237,C0674-3F-1A_amp,amplicon
10238,C0674-3F-1A_amp,amplicon
10239,C0674-3F-1A_amp,amplicon
10240,C0674-3F-1A_amp,amplicon
10241,C0674-3F-1A_amp,amplicon
10242,C0674-3F-1A_amp,amplicon
10243,C0674-3F-1A_amp,amplicon
10244,C0674-3F-1A_amp,amplicon
10245,C0674-3F-1A_amp,amplicon
10246,C0674-3F-1A_amp,amplicon
10247,C0674-3F-1A_amp,amplicon
10248,C0674-3F-1A_amp,amplicon
10249,C0674-3F-1A_amp,amplicon
10250,C0674-3F-1A_amp,amplicon
10251,C0674-3F-1A_amp,amplicon
10252,C0674-3F-1A_amp,amplicon
10253,C0674-3F-1A_amp,amplicon
10254,C0674-3F-1A_amp,amplicon
10255,C0674-3F-1A_amp,amplicon
10256,C0674-3F-1A_amp,amplicon
10257,C0674-3F-1A_amp,amplicon
10258,C0674-3F-1A_amp,amplicon
10259,C0674-3F-1A_amp,amplicon
10260,C0674-3F-1A_amp,amplicon
10261,C0674-3F-1A_amp,amplicon
10262,C0674-3F-1A_amp,amplicon
10263,C0674-3F-1A_amp,amplicon
10264,C0674-3F-1A_amp,amplicon
10265,C0674-3F-1A_amp,amplicon
10266,C0674-3F-1A_amp,amplicon
10267,C0674-3F-1A_amp,amplicon
10268,C0674-3F-1A_amp,amplicon
10269,C0674-3F-1A_amp,amplicon
10270,C0674-3F-1A_amp,amplicon
10271,C0674-3F-1A_amp,amplicon
10272,C0674-3F-1A_amp,amplicon
10273,C0674-3F-1A_amp,amplicon
10274,C0674-3F-1A_amp,amplicon
10275,C0674-3F-1A_amp,amplicon
10276,C0674-3F-1A_amp,amplicon
10277,C0674-3F-1A_amp,amplicon
10278,C0674-3F-1A_amp,amplicon
10279,C0674-3F-1A_amp,amplicon
10280,C0674-3F-1A_amp,amplicon
10281,C0674-3F-1A_amp,amplicon
10282,C0674-3F-1A_amp,amplicon
10283,C0674-3F-1A_amp,amplicon
10284,C0674-3F-1A_amp,amplicon
10285,C0674-3F-1A_amp,amplicon
10286,C0674-3F-1A_amp,amplicon
10287,C0674-3F-1A_amp,amplicon
10288,C0674-3F-1A_amp,amplicon
10289,C0674-3F-1A_amp,amplicon
10290,C0674-3F-1A_amp,amplicon
10291,C0674-3F-1A_amp,amplicon
10292,C0674-3F-1A_amp,amplicon
10293,C0674-3F-1A_amp,amplicon
10294,C0674-3F-1A_amp,amplicon
10295,C0674-3F-1A_amp,amplicon
10296,C0674-3F-1A_amp,amplicon
10297,C0674-3F-1A_amp,amplicon
10298,C0674-3F-1A_amp,amplicon
10299,C0674-3F-1A_amp,amplicon
10300,C0674-3F-1A_amp,amplicon
10301,C0674-3F-1A_amp,amplicon
10302,C0674-3F-1A_amp,amplicon
10303,C0674-3F-1A_amp,amplicon
10304,C0674-3F-1A_amp,amplicon
10305,C0674-3F-1A_amp,amplicon
10306,C0674-3F-1A_amp,amplicon
10307,C0674-3F-1A_amp,amplicon
10308,C0674-3F-1A_amp,amplicon
10309,C0674-3F-1A_amp,amplicon
10310,C0674-3F-1A_amp,amplicon
10311,C0674-3F-1A_amp,amplicon
10312,C0674-3F-1A_amp,amplicon
10313,C0674-3F-1A_amp,amplicon
10314,C0674-3F-1A_amp,amplicon
10315,C0674-3F-1A_amp,amplicon
10316,C0674-3F-1A_amp,amplicon
10317,C0674-3F-1A_amp,amplicon
10318,C0674-3F-1A_amp,amplicon
10319,C0674-3F-1A_amp,amplicon
10320,C0674-3F-1A_amp,amplicon
10321,C0674-3F-1A_amp,amplicon
10322,C0674-3F-1A_amp,amplicon
10323,C0674-3F-1A_amp,amplicon
10324,C0674-3F-1A_amp,amplicon
10325,C0674-3F-1A_amp,amplicon
10326,C0674-3F-1A_amp,amplicon
10327,C0674-3F-1A_amp,amplicon
10328,C0674-3F-1A_amp,amplicon
10329,C0674-3F-1A_amp,amplicon
10330,C0674-3F-1A_amp,amplicon
10331,C0674-3F-1A_amp,amplicon
10332,C0674-3F-1A_amp,amplicon
10333,C0674-3F-1A_amp,amplicon
10334,C0674-3F-1A_amp,amplicon
10335,C0674-3F-1A_amp,amplicon
10336,C0674-3F-1A_amp,amplicon
10337,C0674-3F-1A_amp,amplicon
10338,C0674-3F-1A_amp,amplicon
10339,C0674-3F-1A_amp,amplicon
10340,C0674-3F-1A_amp,amplicon
10341,C0674-3F-1A_amp,amplicon
10342,C0674-3F-1A_amp,amplicon
10343,C0674-3F-1A_amp,amplicon
10344,C0674-3F-1A_amp,amplicon
10345,C0674-3F-1A_amp,amplicon
10346,C0674-3F-1A_amp,amplicon
